departure_city_0,departure_city_1,departure_city_2,departure_city_3,departure_city_4,departure_city_5,arrival_city_0,arrival_city_1,arrival_city_2,arrival_city_3,arrival_city_4,arrival_city_5,company_name_0,company_name_1,company_name_2,company_name_3,company_name_4,company_name_5,flight_capacity,fare_class_code_0,fare_class_code_1,fare_class_code_2,fare_class_code_3,fare_class_code_4,fare_class_code_5,fare_class_code_6,ticket_price_T,year,month,day,duration_sec,flight_sale_type_Charter,flight_sale_type_Scheduled,dep_flight_time_afternoon,dep_flight_time_evening,dep_flight_time_mid_night,dep_flight_time_morning,dep_flight_time_night
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,9,0,0,0,0,1,0,0,962770,1402,5,18,6240,0,1,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,5,0,0,0,0,1,0,1,932880,1402,5,18,6120,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,5,0,0,0,0,1,1,0,905046,1402,5,18,6120,0,1,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1,879070,1402,5,18,6420,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,1,876400,1402,5,18,6240,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,5,0,0,0,0,1,1,0,902700,1402,5,18,6480,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,5,0,0,0,0,1,0,1,930900,1402,5,18,6780,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,13828900,1402,5,18,9900,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,13385540,1402,5,18,10020,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,11921400,1402,5,18,9600,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,11543340,1402,5,18,10260,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,9516700,1402,5,18,9900,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,9221030,1402,5,18,9900,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,0,1,0,0,1,8644700,1402,5,18,9840,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,0,1,0,0,1,8378910,1402,5,18,9240,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,0,1,0,1,0,7125400,1402,5,18,9660,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,0,1,0,1,0,6911580,1402,5,18,9600,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,9,0,0,0,1,0,1,1,6416900,1402,5,18,9360,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,7,0,0,0,1,0,1,1,6227320,1402,5,18,9840,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,0,1,1,0,0,5434443,1402,5,18,10200,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,0,1,1,0,0,5715278,1402,5,18,9300,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,5,0,0,0,1,1,0,0,5817400,1402,5,18,9780,0,1,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1424310,1402,5,18,9300,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,9,0,0,0,0,0,1,0,22659600,1402,5,18,13080,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,1,2107800,1402,5,18,8520,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,4263600,1402,5,18,10800,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,4285600,1402,5,18,10680,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1314800,1402,5,18,8580,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,1,1,0,1,8500000,1402,5,18,13740,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,0,0,1,1,1,0,1199477,1402,5,18,8160,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,3148800,1402,5,18,8340,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,6,0,0,0,0,0,0,1,3100000,1402,5,18,7440,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,5,0,0,0,1,1,1,1,7219000,1402,5,18,7800,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,5,0,0,1,0,0,0,0,5417500,1402,5,18,8160,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,5,0,0,1,0,0,0,1,4817000,1402,5,18,8340,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,5,0,0,1,0,0,1,0,5301300,1402,5,18,7380,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,5958400,1402,5,18,7080,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,4,0,0,1,0,0,1,1,3125000,1402,5,18,8040,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,2879925,1402,5,18,8040,1,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,3000000,1402,5,18,7440,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,7,0,0,0,0,0,0,1,5691306,1402,5,18,10740,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,1,8409900,1402,5,18,9720,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,1,8431900,1402,5,18,9720,1,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,12839848,1402,5,18,7920,1,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,10997648,1402,5,18,6780,1,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,0,0,1,0,1,0,0,9418648,1402,5,18,6600,1,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,5102608,1402,5,18,6720,1,0,1,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,0,0,0,1,1,1,1399895,1402,5,18,9600,1,0,1,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,4,0,0,1,0,1,0,1,1385990,1402,5,18,9360,1,0,1,0,0,0,0
0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,6,0,0,1,0,1,1,0,7850000,1402,5,18,8160,1,0,1,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,5,0,0,0,1,1,0,0,1587400,1402,5,18,8520,0,1,1,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,5,0,0,0,1,1,0,0,1548100,1402,5,18,9360,0,1,1,0,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,6,0,0,0,0,0,0,1,1986900,1402,5,18,9360,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,1,1,3200000,1402,5,18,8340,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,4,0,0,0,0,0,1,0,24174200,1402,5,18,9900,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,6267400,1402,5,18,10200,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,6080300,1402,5,18,9300,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,6200000,1402,5,18,9840,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,7,0,0,1,0,1,1,1,6668000,1402,5,18,8880,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,5,0,0,1,1,0,0,0,7021900,1402,5,18,8940,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,5,0,0,1,1,0,0,1,6574200,1402,5,18,8220,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,5,0,0,1,0,1,1,0,6245400,1402,5,18,8700,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,4,0,0,1,1,0,1,0,6131600,1402,5,18,8460,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,3,0,0,0,1,1,0,0,5822900,1402,5,18,7320,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,3,0,0,0,1,1,0,0,5758200,1402,5,18,7920,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,3,0,0,0,1,1,0,0,5818661,1402,5,18,8400,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,5,0,0,1,0,1,1,0,6178200,1402,5,18,7980,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,5,0,0,1,0,1,1,1,6603200,1402,5,18,7740,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,5,0,0,0,0,0,0,1,6674079,1402,5,18,7620,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,5,0,0,1,1,0,0,0,6950000,1402,5,18,7800,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,2,0,0,1,0,0,0,1,7018200,1402,5,18,8520,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,5,0,0,1,1,0,1,1,7438200,1402,5,18,8160,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,5,0,0,1,1,1,0,0,7863200,1402,5,18,8460,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,5417500,1402,5,18,7500,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,1,1,1,1,7219000,1402,5,18,8700,0,1,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,14458500,1402,5,18,9900,0,1,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,13993660,1402,5,18,9600,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,6,0,0,1,0,1,0,0,12506900,1402,5,18,10200,0,1,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,6,0,0,1,0,1,0,0,12108820,1402,5,18,9600,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,0,1,0,1,1,7888400,1402,5,18,10500,0,1,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,0,1,1,0,0,7173200,1402,5,18,9420,0,1,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,0,1,1,0,0,6957770,1402,5,18,9840,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,1,0,0,0,0,6590700,1402,5,18,9180,0,1,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,1,0,0,0,0,6188370,1402,5,18,9480,1,0,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,9,0,0,0,1,0,1,1,7648460,1402,5,18,9900,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,5279863,1402,5,18,8400,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,5500000,1402,5,18,8520,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,9,0,0,0,0,0,0,1,3853000,1402,5,18,8160,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,8,0,0,0,0,0,0,1,4054200,1402,5,18,7980,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,7,0,0,0,0,0,0,1,3839900,1402,5,18,8460,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,7,0,0,0,0,0,0,1,3876000,1402,5,18,7620,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,8,0,0,0,0,0,0,1,4000000,1402,5,18,8040,1,0,1,0,0,0,0
0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,5,0,0,0,0,1,0,1,1073626,1402,5,18,6180,1,0,1,0,0,0,0
0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,10,0,0,0,0,1,0,0,1099900,1402,5,18,6360,1,0,1,0,0,0,0
0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,5,0,0,0,0,0,1,0,1960000,1402,5,18,6420,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,15898600,1402,5,18,9540,0,1,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6931300,1402,5,18,10140,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,6895400,1402,5,18,10020,1,0,1,0,0,0,0
0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,1,1706400,1402,5,18,9120,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6931300,1402,5,18,11040,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,4,0,0,0,1,1,0,1,6807500,1402,5,18,11460,1,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6,0,0,0,1,1,1,1,6872500,1402,5,18,7920,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6,0,0,1,0,0,0,0,5070000,1402,5,18,8280,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6,0,0,1,0,0,0,1,4469000,1402,5,18,7740,0,1,1,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,8078200,1402,5,18,5880,1,0,0,1,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,8000000,1402,5,18,5760,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,5,0,0,0,0,0,0,1,8743000,1402,5,18,13320,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,9,0,0,0,0,1,0,1,9921000,1402,5,18,13020,0,1,0,1,0,0,0
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,1,13690000,1402,5,18,10500,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,6,0,0,0,0,0,0,1,7338000,1402,5,18,13380,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,6,0,0,0,1,1,0,1,8000000,1402,5,18,12840,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,5,0,0,0,0,0,0,1,4300000,1402,5,18,7860,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,5,0,0,0,0,0,0,1,4386000,1402,5,18,8580,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,5,0,0,0,0,0,0,1,4650000,1402,5,18,8700,1,0,0,1,0,0,0
0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1530700,1402,5,18,9240,0,1,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,14161600,1402,5,18,13500,0,1,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,9200000,1402,5,18,12660,1,0,0,1,0,0,0
0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,6,0,0,0,0,0,0,1,2990000,1402,5,18,12660,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,7,0,0,0,0,0,0,1,4300000,1402,5,18,7920,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,3,0,0,0,1,1,0,1,6719825,1402,5,18,11040,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,6,0,0,0,0,0,0,1,6750000,1402,5,18,10860,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,6,0,0,0,0,0,0,1,8000000,1402,5,18,11340,1,0,0,1,0,0,0
0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,6077147,1402,5,18,5520,1,0,0,1,0,0,0
0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,6156280,1402,5,18,6060,1,0,0,1,0,0,0
0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,6200000,1402,5,18,5820,1,0,0,1,0,0,0
0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,1,6000000,1402,5,18,8520,1,0,0,1,0,0,0
0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,1,6900000,1402,5,18,7680,1,0,0,1,0,0,0
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,9,0,0,0,0,0,0,1,3898000,1402,5,18,7320,1,0,0,1,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,9,0,0,0,0,1,1,1,1443620,1402,5,18,8820,1,0,0,1,0,0,0
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,5,0,0,1,0,1,0,1,1385990,1402,5,18,8640,1,0,0,1,0,0,0
0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,1,1550000,1402,5,18,7320,1,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,3024000,1402,5,18,9240,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,3538600,1402,5,18,9180,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,2758665,1402,5,18,8940,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,3200000,1402,5,18,9720,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,3750000,1402,5,18,9000,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,1,4000000,1402,5,18,9900,1,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,6000000,1402,5,18,8940,1,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1311700,1402,5,18,8040,1,0,0,0,0,0,1
0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,1,5990000,1402,5,18,11760,1,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,1,3800000,1402,5,18,12780,1,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,48400000,1402,5,18,9720,0,1,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,4800000,1402,5,18,12180,1,0,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,5604965,1402,5,18,11760,1,0,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,0,1,1,0,1,5794500,1402,5,18,11700,1,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,9,0,0,0,1,1,1,0,10846302,1402,5,18,9960,1,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,12438300,1402,5,18,9960,1,0,0,0,0,0,1
0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,2,0,0,1,1,1,0,1,1152300,1402,5,18,6240,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,876300,1402,5,18,5880,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,861348,1402,5,18,6660,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,843300,1402,5,18,6240,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,829468,1402,5,18,6420,1,0,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,1,1,1,1,804900,1402,5,18,6060,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,5,0,0,0,1,1,1,1,792400,1402,5,18,6180,1,0,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,760900,1402,5,18,5940,0,1,0,0,0,0,1
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,1,1550000,1402,5,18,7800,1,0,0,0,0,0,1
