departure_city,arrival_city,company_name,flight_sale_type,flight_capacity,fare_class_code,ticket_price_T,year,month,day,dep_flight_time,duration_sec
Tehran,Ahwaz,ATA,Charter,4,Y,1550000,1402,5,18,evening,7320
Tehran,Batumi,Qeshm,Charter,4,Y,3024000,1402,5,18,night,9240
Tehran,Batumi,Qeshm,Charter,3,Y,3538600,1402,5,18,night,9180
Tehran,Batumi,Qeshm,Charter,4,Y,2758665,1402,5,18,night,8940
Tehran,Batumi,Qeshm,Charter,4,Y,3200000,1402,5,18,night,9720
Tehran,Batumi,Qeshm,Charter,3,Y,3750000,1402,5,18,night,9000
Tehran,Batumi,Qeshm,Charter,7,Y,4000000,1402,5,18,night,9900
Tehran,Batumi,Qeshm,Charter,3,C,6000000,1402,5,18,night,8940
Mashhad,Isfahan,Taban,Charter,1,Y,1311700,1402,5,18,night,8040
Gazipasa,Tehran,Freebird,Charter,2,Y,5990000,1402,5,18,night,11760
Istanbul,Tehran,Meraj,Charter,4,Y,3800000,1402,5,18,night,12780
Dubai,Tehran,Mahan,Scheduled,6,C,48400000,1402,5,18,night,9720
Ankara,Tehran,Mahan,Charter,6,Y,4800000,1402,5,18,night,12180
Ankara,Tehran,Mahan,Charter,6,Y,5604965,1402,5,18,night,11760
Ankara,Tehran,Mahan,Charter,6,W,5794500,1402,5,18,night,11700
Dubai,Tehran,Mahan,Charter,9,E,10846302,1402,5,18,night,9960
Dubai,Tehran,Mahan,Charter,9,P,12438300,1402,5,18,night,9960
Gorgan,Tehran,Qeshm,Scheduled,2,A,1152300,1402,5,18,night,6240
Kish_Island,Bandar_Abbas,Qeshm,Scheduled,2,R,876300,1402,5,18,night,5880
Kish_Island,Bandar_Abbas,Qeshm,Scheduled,2,R,861348,1402,5,18,night,6660
Kish_Island,Bandar_Abbas,Qeshm,Scheduled,5,Y,843300,1402,5,18,night,6240
Kish_Island,Bandar_Abbas,Qeshm,Charter,5,Y,829468,1402,5,18,night,6420
Kish_Island,Bandar_Abbas,Qeshm,Scheduled,5,V,804900,1402,5,18,night,6060
Kish_Island,Bandar_Abbas,Qeshm,Charter,5,V,792400,1402,5,18,night,6180
Kish_Island,Bandar_Abbas,Qeshm,Scheduled,1,M,760900,1402,5,18,night,5940
Tehran,Shiraz,ATA,Charter,4,Y,1550000,1402,5,18,night,7800
Al_Najaf,Tehran,Aseman,Charter,3,C,4054200,1402,5,18,night,7800
Kish_Island,Tehran,Varesh,Charter,5,Y,1027000,1402,5,18,night,8940
Kish_Island,Tehran,Varesh,Charter,5,Y,1040000,1402,5,18,night,9300
Kish_Island,Tehran,Varesh,Charter,5,Y,1045000,1402,5,18,night,9240
Kish_Island,Tehran,Varesh,Charter,5,Y,1070000,1402,5,18,night,9180
Tehran,Denizli,Caspian,Charter,1,Y,5009900,1402,5,18,night,12720
Rasht,Tehran,Aseman,Scheduled,6,Y,898300,1402,5,18,night,6420
Tehran,Denizli,Caspian,Charter,1,Y,5500000,1402,5,18,night,12300
Tehran,Denizli,Caspian,Charter,2,W,6226350,1402,5,18,night,11940
Kish_Island,Tehran,Caspian,Charter,3,Y,1003500,1402,5,18,night,9000
Kish_Island,Tehran,Caspian,Charter,5,Y,1022500,1402,5,18,night,9480
Kish_Island,Tehran,Caspian,Charter,5,Y,1050000,1402,5,18,night,9060
Tehran,Gorgan,Aseman,Scheduled,9,Y,1152300,1402,5,18,night,6360
Tehran,Gorgan,Aseman,Charter,9,Y,1151150,1402,5,18,night,5820
Istanbul,Tehran,Iranair,Scheduled,8,RV,8761000,1402,5,18,night,11880
Istanbul,Tehran,Iranair,Scheduled,8,RK,7108500,1402,5,18,night,12780
Mashhad,Isfahan,Caspian,Charter,8,Y,1711800,1402,5,18,night,8220
Kish_Island,Tehran,Kish,Charter,8,RL,1273178,1402,5,18,night,8820
Kish_Island,Tehran,Kish,Scheduled,7,RV,1218880,1402,5,18,night,10020
Kish_Island,Tehran,Kish,Scheduled,9,RB,1443620,1402,5,18,night,9540
Kish_Island,Tehran,Kish,Charter,8,RH,1385990,1402,5,18,night,8400
Kish_Island,Tehran,Kish,Charter,8,RK,1329240,1402,5,18,night,9480
Kish_Island,Tehran,Kish,Charter,9,RS,1560548,1402,5,18,night,9000
Kish_Island,Tehran,Kish,Charter,9,RY,1502130,1402,5,18,night,10080
Istanbul,Tehran,Qeshm,Charter,2,Y,2373500,1402,5,18,night,13980
Istanbul,Tehran,Qeshm,Charter,5,Y,2400000,1402,5,18,night,13440
Istanbul,Tehran,Qeshm,Charter,5,W,2904600,1402,5,18,night,13260
Istanbul,Tehran,Qeshm,Charter,4,Y,3800000,1402,5,18,night,13380
Isfahan,Abadan,Aseman,Charter,2,Y,900730,1402,5,18,night,7020
Isfahan,Abadan,Aseman,Scheduled,4,Y,898300,1402,5,18,night,6540
Istanbul,Tehran,ATA,Charter,3,Y,3981355,1402,5,18,night,12660
Batumi,Tehran,Qeshm,Charter,3,Y,4228943,1402,5,18,night,9240
Batumi,Tehran,Qeshm,Charter,3,Y,4285000,1402,5,18,night,8640
Batumi,Tehran,Qeshm,Charter,1,Y,4500000,1402,5,18,night,9900
Istanbul,Tehran,Mahan,Charter,6,W,3817500,1402,5,18,night,13140
Istanbul,Tehran,Mahan,Charter,6,Y,4000000,1402,5,18,night,13140
Muscat,Tehran,Qeshm,Charter,6,W,7679800,1402,5,18,night,10920
Muscat,Tehran,Qeshm,Charter,6,W,7700000,1402,5,18,night,10800
Muscat,Tehran,Qeshm,Charter,6,Y,8000000,1402,5,18,night,11400
Gorgan,Tehran,Aseman,Scheduled,9,Y,1152300,1402,5,18,night,6240
Gorgan,Tehran,Aseman,Charter,9,Y,1151150,1402,5,18,night,6300
Kish_Island,Tehran,Qeshm,Scheduled,4,K,1203600,1402,5,18,night,9540
Kish_Island,Tehran,Qeshm,Charter,4,K,1177456,1402,5,18,night,9000
Kish_Island,Tehran,Qeshm,Charter,6,M,1496156,1402,5,18,night,9000
Kish_Island,Tehran,Qeshm,Scheduled,6,Q,1423600,1402,5,18,night,8880
Kish_Island,Tehran,Qeshm,Charter,6,Q,1389956,1402,5,18,night,9360
Kish_Island,Tehran,Qeshm,Scheduled,3,Y,1687600,1402,5,18,night,9420
Kish_Island,Tehran,Qeshm,Charter,3,Y,1644896,1402,5,18,night,9660
Kish_Island,Tehran,Qeshm,Scheduled,6,V,1621600,1402,5,18,night,8400
Kish_Island,Tehran,Qeshm,Charter,6,V,1581136,1402,5,18,night,9480
Kish_Island,Tehran,Qeshm,Scheduled,6,M,1533600,1402,5,18,night,8820
Kish_Island,Tehran,Qeshm,Charter,9,Y,1753600,1402,5,18,night,9240
Tehran,Zahedan,Caspian,Charter,1,Y,2049500,1402,5,18,night,9120
Istanbul,Tabriz,Pegasus,Charter,9,G,4233840,1402,5,18,night,10680
Tehran,Dubai,Dubai,Charter,9,Y,5785500,1402,5,18,night,9600
Isfahan,Al_Najaf,Meraj,Charter,5,Y,4500000,1402,5,18,night,8100
Istanbul,Tehran,Mahan,Scheduled,6,Y,9505800,1402,5,19,mid_night,12360
Istanbul,Tehran,Mahan,Scheduled,6,C,23185600,1402,5,19,mid_night,12420
Tehran,Antalya,MaviGok,Charter,6,Y,7575200,1402,5,19,mid_night,11700
Tehran,Antalya,MaviGok,Charter,6,Y,7500000,1402,5,19,mid_night,12000
Tehran,Dubai,Dubai,Charter,4,C,22162200,1402,5,19,mid_night,9540
Tehran,Dubai,Dubai,Charter,3,Y,5060200,1402,5,19,mid_night,9240
Tehran,Dubai,Dubai,Charter,3,Y,4909300,1402,5,19,mid_night,10140
Tehran,Dubai,Dubai,Charter,5,Y,4900925,1402,5,19,mid_night,9420
Tehran,Dubai,Dubai,Charter,5,Y,4947000,1402,5,19,mid_night,9600
Tehran,Dubai,Dubai,Charter,5,Y,5000000,1402,5,19,mid_night,9480
Tehran,Denizli,Airtour,Charter,1,Y,8581200,1402,5,19,mid_night,13200
Tehran,Denizli,Airtour,Scheduled,1,Y,8500000,1402,5,19,mid_night,12780
Denizli,Tehran,Caspian,Charter,5,Y,1800000,1402,5,19,mid_night,12300
Al_Najaf,Isfahan,Meraj,Charter,6,Y,4046000,1402,5,19,mid_night,7920
Zahedan,Tehran,Caspian,Charter,4,Y,1892700,1402,5,19,mid_night,8760
Istanbul,Tabriz,Turkish,Charter,4,Y,5012350,1402,5,19,mid_night,11460
Istanbul,Tabriz,Turkish,Charter,3,U,8081372,1402,5,19,mid_night,11640
Zahedan,Tehran,Caspian,Charter,3,F,1668360,1402,5,19,mid_night,9000
Mashhad,Tehran,Caspian,Charter,5,Y,1550000,1402,5,19,mid_night,7680
Bodrum,Tehran,Airtour,Scheduled,4,J,9000000,1402,5,19,mid_night,12900
Bodrum,Tehran,Airtour,Scheduled,8,Y53,4800000,1402,5,19,mid_night,13380
Bodrum,Tehran,Airtour,Scheduled,7,Y37,4000000,1402,5,19,mid_night,12660
Tehran,Ahwaz,ATA,Charter,7,Y,1550000,1402,5,19,mid_night,6900
Tehran,Ahwaz,ATA,Scheduled,7,A,1207200,1402,5,19,mid_night,7020
Tehran,Ahwaz,ATA,Scheduled,7,A,1205256,1402,5,19,mid_night,7140
Zahedan,Tehran,Mahan,Scheduled,1,Y,1681000,1402,5,19,mid_night,9180
Tehran,Antalya,Pegasus,Charter,5,Y,9290900,1402,5,19,mid_night,11400
Tehran,Istanbul,ATA,Charter,2,Y,8500000,1402,5,19,mid_night,13320
Mashhad,Al_Najaf,Taban,Charter,1,Y,3592848,1402,5,19,mid_night,11040
Mashhad,Al_Najaf,ATA,Charter,7,Y,3839900,1402,5,19,mid_night,10620
Mashhad,Al_Najaf,ATA,Charter,7,Y,3995000,1402,5,19,mid_night,10680
Mashhad,Al_Najaf,ATA,Charter,7,Y,4000000,1402,5,19,mid_night,10620
Denizli,Tehran,Airtour,Scheduled,8,Y7,2500000,1402,5,19,mid_night,12900
Denizli,Tehran,Airtour,Charter,8,Y7,2545200,1402,5,19,mid_night,12240
Mashhad,Al_Najaf,Zagros,Charter,5,Y,4000000,1402,5,19,mid_night,11040
Mashhad,Al_Najaf,Zagros,Charter,9,Y,4800000,1402,5,19,mid_night,11340
Tehran,Ahwaz,Caspian,Charter,9,Y,1550000,1402,5,19,mid_night,7440
Tehran,Ahwaz,Caspian,Charter,9,Y,1449400,1402,5,19,mid_night,7140
Tehran,Ahwaz,Caspian,Charter,9,Y,1431800,1402,5,19,mid_night,6480
Tehran,Ahwaz,Varesh,Charter,9,Y,1550000,1402,5,19,mid_night,7380
Mashhad,Al_Najaf,Airtour,Charter,9,Y47,4557200,1402,5,19,morning,9960
Mashhad,Al_Najaf,Airtour,Charter,8,Y39,4154800,1402,5,19,morning,9840
Tehran,Istanbul,Mahan,Scheduled,6,C,22659600,1402,5,19,morning,12660
Tehran,Istanbul,Mahan,Scheduled,6,Y,14161600,1402,5,19,morning,13620
Tehran,Istanbul,Mahan,Charter,6,W,8289200,1402,5,19,morning,13380
Tehran,Istanbul,Mahan,Charter,6,Y,8600000,1402,5,19,morning,12360
Mashhad,Al_Najaf,Taban,Charter,8,Y,4100000,1402,5,19,morning,11280
Tehran,St_Petersburg,Meraj,Charter,1,Y,7990000,1402,5,19,morning,16680
Dubai,Tehran,Dubai,Charter,4,Y,7351388,1402,5,19,morning,9660
Dubai,Tehran,Dubai,Charter,5,Y,7442500,1402,5,19,morning,10200
Dubai,Tehran,Dubai,Charter,8,Y,8000000,1402,5,19,morning,10140
Zahedan,Tehran,Chabahar,Scheduled,2,Y,1681000,1402,5,19,morning,9540
Al_Najaf,Mashhad,Taban,Charter,6,Y,5563200,1402,5,19,morning,11340
Al_Najaf,Mashhad,Taban,Charter,5,Y,5642200,1402,5,19,morning,10560
Tehran,Istanbul,Mahan,Scheduled,1,C,22659600,1402,5,19,morning,13020
Tehran,Istanbul,Mahan,Scheduled,1,Y,14161600,1402,5,19,morning,12960
Tehran,Tbilisi,Qeshm,Charter,1,Y,6640200,1402,5,19,morning,8340
Tehran,Tbilisi,Qeshm,Charter,2,C,8000000,1402,5,19,morning,8460
Al_Najaf,Tehran,ATA,Charter,7,Y,2638300,1402,5,19,morning,7260
Al_Najaf,Tehran,ATA,Charter,7,Y,2641950,1402,5,19,morning,7500
Al_Najaf,Tehran,ATA,Charter,7,Y,3185000,1402,5,19,morning,7920
Al_Najaf,Tehran,ATA,Charter,7,Y,3900000,1402,5,19,morning,8340
Al_Najaf,Tehran,ATA,Charter,7,Y,2746400,1402,5,19,morning,8580
Al_Najaf,Mashhad,Zagros,Charter,5,Y,6000000,1402,5,19,morning,11100
Tehran,Istanbul,Iranair,Charter,1,Y,6911820,1402,5,19,morning,12900
Tehran,Istanbul,Iranair,Charter,1,Y,7005000,1402,5,19,morning,12540
Tehran,Istanbul,Iranair,Charter,4,Y,7600000,1402,5,19,morning,12600
Tehran,Istanbul,Iranair,Charter,5,W,7600000,1402,5,19,morning,13320
Mashhad,Al_Najaf,Caspian,Charter,2,N,4090000,1402,5,19,morning,10860
Mashhad,Al_Najaf,Caspian,Charter,7,N,4200000,1402,5,19,morning,11160
Tehran,Istanbul,Qeshm,Charter,5,Y,7219012,1402,5,19,morning,12300
Tehran,Istanbul,Qeshm,Charter,6,W,7244000,1402,5,19,morning,13560
Tehran,Istanbul,Qeshm,Charter,6,W,7600000,1402,5,19,morning,12540
Kish_Island,Shiraz,Kish,Charter,9,RR,1025500,1402,5,19,morning,6600
Dubai,Shiraz,Dubai,Charter,6,Y,8078200,1402,5,19,morning,6900
Kish_Island,Shiraz,Kish,Charter,9,RR,1024900,1402,5,19,morning,6420
Dubai,Shiraz,Dubai,Charter,2,FS,7140000,1402,5,19,morning,7440
Dubai,Shiraz,Dubai,Charter,6,Y,8000000,1402,5,19,morning,7860
Istanbul,Tehran,ATA,Charter,1,Y,2300000,1402,5,19,morning,13020
Sharjah,Tehran,Arabia,Charter,5,Y,8269300,1402,5,19,morning,9780
Sharjah,Tehran,Arabia,Charter,9,P,5683700,1402,5,19,morning,9840
Al_Najaf,Tehran,Caspian,Charter,3,Y,2997900,1402,5,19,morning,7800
Chabahar,Mashhad,Zagros,Charter,1,Y,2249700,1402,5,19,morning,9960
Chabahar,Mashhad,Zagros,Charter,1,Y,2185100,1402,5,19,morning,10080
Al_Najaf,Tehran,Caspian,Charter,1,Y,2398750,1402,5,19,morning,7860
Al_Najaf,Tehran,ATA,Charter,9,Y,2525000,1402,5,19,morning,8040
Tehran,Gorgan,Aseman,Scheduled,9,Y,1152300,1402,5,19,morning,5940
Tehran,Gorgan,Aseman,Charter,9,Y,1151150,1402,5,19,morning,5880
Tehran,Kermanshah,Iranair,Charter,2,Y,897500,1402,5,19,morning,6720
Tehran,Dubai,Mahan,Charter,5,Y,5945500,1402,5,19,morning,9660
Tehran,Dubai,Dubai,Charter,4,C,22162200,1402,5,19,morning,9480
Tehran,Dubai,Dubai,Charter,8,Y,5865000,1402,5,19,morning,10320
Tehran,Dubai,Dubai,Charter,8,Y,5689900,1402,5,19,morning,9780
Tehran,Dubai,Dubai,Charter,6,Y,5800000,1402,5,19,morning,9720
Tehran,Dubai,Mahan,Scheduled,6,Y,5608600,1402,5,19,morning,9360
Dubai,Lar,Dubai,Charter,6,Y,8078200,1402,5,19,morning,6300
Dubai,Lar,Dubai,Charter,4,FS,6885000,1402,5,19,morning,6000
Dubai,Lar,Dubai,Charter,6,Y,8000000,1402,5,19,morning,6000
