national_departure_code,departure_city,departure_airport,national_arrival_code,arrival_city,arrival_airport,orthodromic_distance_KM,flight_length_min,departure_date_YMD_format,local_departure_time,local_arrival_time,company_name,flight_number,fare_class_code,ticket_price_T,flight_sale_type,flight_capacity
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,309,98.0,1402-05-18,16:30,18:08,Kish,Y9-7018,RF,1099900,Unknown,10.0
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,309,104.0,1402-05-18,16:30,18:14,Kish,Y9-7018,C,1960000,Unknown,5.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,159.0,1402-05-18,17:00,19:05,Mahan,W5-65,C,15898600,Scheduled,
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,162.0,1402-05-18,17:00,19:30,Mahan,W5-65,Y,6931300,Charter,1.0
IKA,Tehran,Imam_Khomeini,DXB,Dubai,Dubai,1200,153.0,1402-05-18,17:00,19:33,Mahan,W5-65,W,6895400,Charter,2.0
MHD,Mashhad,Shahid_Hashemi_Nejad,AWZ,Ahwaz,Soleimani,1142,153.0,1402-05-18,17:00,19:33,Zagros,ZO-4113,Y,1706400,Charter,5.0
IKA,Tehran,Imam_Khomeini,ESB,Ankara,Esenboga,1675,202.0,1402-05-18,17:15,19:05,Mahan,W5-118,Y,6931300,Charter,6.0
IKA,Tehran,Imam_Khomeini,ESB,Ankara,Esenboga,1675,210.0,1402-05-18,17:15,20:45,Mahan,W5-118,W,6807500,Charter,4.0
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,123.0,1402-05-18,17:35,19:38,Iranair,IR-5318,V,6872500,Scheduled,
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,140.0,1402-05-18,17:35,19:55,Iranair,IR-5318,M,5070000,Scheduled,
NJF,Al_Najaf,Al_Ashraf,IKA,Tehran,Imam_Khomeini,731,130.0,1402-05-18,17:35,19:45,Iranair,IR-5318,N,4469000,Scheduled,
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,102.0,1402-05-18,18:00,18:30,Dubai,FZ-243,Y,8078200,Charter,6.0
DXB,Dubai,Dubai,BND,Bandar_Abbas,Bandar_Abbas,241,96.0,1402-05-18,18:00,19:36,Dubai,FZ-243,Y,8000000,Charter,6.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,206.0,1402-05-18,18:20,21:46,Iranair,IR-769,Y,8743000,Charter,5.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,216.0,1402-05-18,18:20,21:56,Iranair,IR-769,RS,9921000,Scheduled,9.0
ECN,Lefkoşa,Ercan,IKA,Tehran,Imam_Khomeini,1599,189.0,1402-05-18,18:40,21:49,Freebird,FH-961,Y,13690000,Charter,2.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,209.0,1402-05-18,18:45,22:14,Qeshm,QB-2215,Y,7338000,Charter,6.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,233.0,1402-05-18,18:45,22:38,Qeshm,QB-2215,W,8000000,Charter,6.0
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,133.0,1402-05-18,18:55,21:08,Salam,OV-556,Y,4300000,Charter,5.0
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,141.0,1402-05-18,18:55,21:16,Salam,OV-556,Y,4386000,Charter,5.0
SYZ,Shiraz,Shahid_Dastghaib,MCT,Muscat,Muscat,870,137.0,1402-05-18,18:55,21:12,Salam,OV-554,Y,4650000,Charter,5.0
PGU,Asaloyeh,Persian_Gulf,THR,Tehran,Mehrabad,934,158.0,1402-05-18,19:00,20:35,Aseman,EP-823,Y,1530700,Scheduled,1.0
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,224.0,1402-05-18,19:00,22:25,Mahan,W5-120,Y,14161600,Scheduled,
IKA,Tehran,Imam_Khomeini,IST,Istanbul,Istanbul,2053,216.0,1402-05-18,19:00,22:36,Mahan,W5-120,Y,9200000,Charter,4.0
AYT,Antalya,Antalya,IKA,Tehran,Imam_Khomeini,1831,194.0,1402-05-18,19:00,22:14,MaviGok,4M-5381,Y,2990000,Charter,6.0
BGW,Baghdad,Baghdad,IKA,Tehran,Imam_Khomeini,679,132.0,1402-05-18,19:15,21:27,Meraj,MRJ-4818,Y,4300000,Charter,7.0
IKA,Tehran,Imam_Khomeini,MCT,Muscat,Muscat,1483,181.0,1402-05-18,19:30,22:31,Qeshm,QB-2112,W,6719825,Charter,3.0
IKA,Tehran,Imam_Khomeini,MCT,Muscat,Muscat,1483,180.0,1402-05-18,19:30,22:30,Qeshm,QB-2112,Y,6750000,Charter,6.0
IKA,Tehran,Imam_Khomeini,MCT,Muscat,Muscat,1483,187.0,1402-05-18,19:30,22:37,Qeshm,QB-2112,Y,8000000,Charter,6.0
BND,Bandar_Abbas,Bandar_Abbas,DXB,Dubai,Dubai,241,100.0,1402-05-18,19:30,21:10,Dubai,FZ-244,Y,6077147,Charter,5.0
BND,Bandar_Abbas,Bandar_Abbas,DXB,Dubai,Dubai,241,94.0,1402-05-18,19:30,21:04,Dubai,FZ-244,Y,6156280,Charter,5.0
BND,Bandar_Abbas,Bandar_Abbas,DXB,Dubai,Dubai,241,108.0,1402-05-18,19:30,21:18,Dubai,FZ-244,Y,6200000,Charter,5.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,133.0,1402-05-18,19:30,21:43,Varesh,VRH-6818,Y,6000000,Charter,6.0
EVN,Yerevan,Zvartnots,IKA,Tehran,Imam_Khomeini,792,134.0,1402-05-18,19:30,21:44,Varesh,VRH-6818,Y,6900000,Charter,8.0
IFN,Isfahan,Shahid_Beheshti,NJF,Al_Najaf,Al_Ashraf,708,126.0,1402-05-18,19:40,21:46,Aseman,EP-6545,Y,3898000,Charter,9.0
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,155.0,1402-05-18,19:45,21:30,Kish,Y9-7056,RB,1443620,Unknown,9.0
KIH,Kish_Island,Kish,THR,Tehran,Mehrabad,1050,154.0,1402-05-18,19:45,21:30,Kish,Y9-7056,RH,1385990,Unknown,5.0
THR,Tehran,Mehrabad,AWZ,Ahwaz,Soleimani,538,118.0,1402-05-18,19:50,20:50,ATA,I3-5635,Y,1550000,Charter,
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,155.0,1402-05-18,20:15,21:50,Qeshm,QB-2277,Y,3024000,Charter,4.0
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,151.0,1402-05-18,20:15,22:13,Qeshm,QB-2277,Y,3538600,Charter,3.0
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,147.0,1402-05-18,20:15,22:42,Qeshm,QB-2277,Y,2758665,Charter,4.0
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,164.0,1402-05-18,20:15,22:59,Qeshm,QB-2277,Y,3200000,Charter,4.0
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,145.0,1402-05-18,20:15,22:40,Qeshm,QB-2277,Y,3750000,Charter,3.0
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,152.0,1402-05-18,20:15,22:47,Qeshm,QB-2277,Y,4000000,Charter,7.0
IKA,Tehran,Imam_Khomeini,BUS,Batumi,Batumi,1078,159.0,1402-05-18,20:15,22:54,Qeshm,QB-2277,C,6000000,Charter,3.0
MHD,Mashhad,Shahid_Hashemi_Nejad,IFN,Isfahan,Shahid_Beheshti,808,122.0,1402-05-18,20:15,22:17,Taban,TBN-6207,Y,1311700,Charter,1.0
GZP,Gazipasa,Gazipasa_Alanya,IKA,Tehran,Imam_Khomeini,1699,191.0,1402-05-18,20:15,23:26,Freebird,FH-961,Y,5990000,Charter,2.0
IST,Istanbul,Istanbul,IKA,Tehran,Imam_Khomeini,2053,219.0,1402-05-18,20:20,23:59,Meraj,MRJ-4806,Y,3800000,Charter,4.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,170.0,1402-05-18,20:40,22:55,Mahan,W5-64,C,48400000,Scheduled,
ESB,Ankara,Esenboga,IKA,Tehran,Imam_Khomeini,1675,193.0,1402-05-18,20:55,00:08,Mahan,W5-119,Y,4800000,Charter,6.0
ESB,Ankara,Esenboga,IKA,Tehran,Imam_Khomeini,1675,188.0,1402-05-18,20:55,00:03,Mahan,W5-119,Y,5604965,Charter,
ESB,Ankara,Esenboga,IKA,Tehran,Imam_Khomeini,1675,184.0,1402-05-18,20:55,23:59,Mahan,W5-119,W,5794500,Charter,6.0
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,159.0,1402-05-18,21:10,23:49,Mahan,W5-64,E,10846302,Charter,
DXB,Dubai,Dubai,IKA,Tehran,Imam_Khomeini,1200,163.0,1402-05-18,21:10,23:53,Mahan,W5-64,P,12438300,Charter,9.0
GBT,Gorgan,Gorgan,THR,Tehran,Mehrabad,309,105.0,1402-05-18,21:20,22:20,Qeshm,QB-1295,A,1152300,Scheduled,2.0
KIH,Kish_Island,Kish,BND,Bandar_Abbas,Bandar_Abbas,251,98.0,1402-05-18,21:35,22:20,Qeshm,QB-1315,R,876300,Scheduled,2.0
KIH,Kish_Island,Kish,BND,Bandar_Abbas,Bandar_Abbas,251,104.0,1402-05-18,21:35,22:20,Qeshm,QB-1315,R,861348,Scheduled,2.0
KIH,Kish_Island,Kish,BND,Bandar_Abbas,Bandar_Abbas,251,111.0,1402-05-18,21:35,22:20,Qeshm,QB-1315,Y,843300,Scheduled,5.0
KIH,Kish_Island,Kish,BND,Bandar_Abbas,Bandar_Abbas,251,105.0,1402-05-18,21:35,22:20,Qeshm,QB-1315,Y,829468,Charter,5.0
KIH,Kish_Island,Kish,BND,Bandar_Abbas,Bandar_Abbas,251,104.0,1402-05-18,21:35,22:20,Qeshm,QB-1315,V,804900,Scheduled,5.0
KIH,Kish_Island,Kish,BND,Bandar_Abbas,Bandar_Abbas,251,101.0,1402-05-18,21:35,22:20,Qeshm,QB-1315,V,792400,Charter,5.0
